itemId,title,details
847,"The Deep End of the Ocean (Cappadora Family, #1)",Jacquelyn Mitchard
1439,The Age of Miracles,Karen Thompson Walker
1386,Black and Blue,Anna Quindlen
1047,The One and Only Ivan,"Katherine Applegate, Patricia Castelao"
1649,Tara Road,Maeve Binchy
515,The Prince of Tides,Pat Conroy
1587,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia"
1300,Those Who Save Us,Jenna Blum
939,Reconstructing Amelia,Kimberly McCreight
678,The Storied Life of A.J. Fikry,Gabrielle Zevin
1544,Disgrace,J.M. Coetzee
1281,This Is How You Lose Her,Junot Díaz
226,Dark Places,Gillian Flynn
630,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg, Nell Scovell"
807,The Circle,Dave Eggers
448,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren
730,The Pearl,John Steinbeck
1430,Everyone Worth Knowing,Lauren Weisberger
716,The Choice,Nicholas Sparks
604,"Girl, Interrupted",Susanna Kaysen
545,The Velveteen Rabbit,"Margery Williams Bianco, William   Nicholson"
851,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews
1222,Stuart Little,"E.B. White, Garth Williams"
1210,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery
286,The Lucky One,Nicholas Sparks
2069,"Queen of Babble (Queen of Babble, #1)",Meg Cabot
199,Marley and Me: Life and Love With the World's Worst Dog,John Grogan
952,"Shopaholic & Baby (Shopaholic, #5)",Sophie Kinsella
169,The Last Song,Nicholas Sparks
1327,The Jungle Book,Rudyard Kipling
1204,The Invisible Man,H.G. Wells
1068,The Color of Water: A Black Man's Tribute to His White Mother,James McBride
765,The Autobiography of Malcolm X,"Malcolm X, Alex Haley"
513,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill"
1061,The Witch of Blackbird Pond,Elizabeth George Speare
326,White Oleander,Janet Fitch
2571,"These Happy Golden Years (Little House, #8)","Laura Ingalls Wilder, Garth Williams"
659,Dreams from My Father: A Story of Race and Inheritance,Barack Obama
1294,god is Not Great: How Religion Poisons Everything,Christopher Hitchens
1594,Bet Me,Jennifer Crusie
665,"The Passage (The Passage, #1)",Justin Cronin
732,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",Stephenie Meyer
247,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey
414,Little Bee,Chris Cleave
2430,"Grave Sight (Harper Connelly, #1)",Charlaine Harris
1201,"Dead Reckoning (Sookie Stackhouse, #11)",Charlaine Harris
1588,"Deadlocked (Sookie Stackhouse, #12)",Charlaine Harris
836,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Rachel Joyce
459,A Man Called Ove,"Fredrik Backman, Henning Koch"
352,Yes Please,Amy Poehler
498,War and Peace,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude"
663,A People's History of the United States,Howard Zinn
592,The Master and Margarita,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer"
1042,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams
1727,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams
229,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll, John Tenniel, Martin Gardner"
1090,House of Leaves,Mark Z. Danielewski
614,The Trial,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod"
444,"Winnie-the-Pooh (Winnie-the-Pooh, #1)","A.A. Milne, Ernest H. Shepard"
729,"Hyperion (Hyperion Cantos, #1)",Dan Simmons
439,A Brief History of Time,"Stephen Hawking, Cao Chi, Phạm Văn Thiều"
1154,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis
767,Seabiscuit: An American Legend,Laura Hillenbrand
704,The Cider House Rules,John Irving
1644,Peace Like a River,Leif Enger
1149,Vanishing Acts,Jodi Picoult
2136,The Jane Austen Book Club,Karen Joy Fowler
1051,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),Jim Fergus
710,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",Julie Powell
1492,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson"
502,"The Walking Dead, Vol. 01: Days Gone Bye","Robert Kirkman, Tony Moore"
1250,The Dharma Bums,Jack Kerouac
1485,"The Black Dahlia (L.A. Quartet, #1)",James Ellroy
1392,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman
480,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman
1329,Howl and Other Poems,"Allen Ginsberg, William Carlos Williams"
1571,Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles"
762,Schindler's List,Thomas Keneally
1465,The Chosen,Chaim Potok
1641,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury
1466,The Agony and the Ecstasy,"Irving Stone, שמואל שניצר"
257,Alice in Wonderland,"Jane Carruth, Lewis Carroll, Rene Cloke"
1509,The House of Mirth,"Edith Wharton, Nina Bawden"
546,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig
1570,The Electric Kool-Aid Acid Test,Tom Wolfe
1014,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams
1802,"Hannibal (Hannibal Lecter, #3)",Thomas Harris
1379,"2nd Chance (Women's Murder Club, #2)","James Patterson, Andrew Gross"
860,"The Bean Trees (Greer Family, #1)",Barbara Kingsolver
1518,One Day in the Life of Ivan Denisovich,"Aleksandr Solzhenitsyn, H.T. Willetts"
1734,Endurance: Shackleton's Incredible Voyage,Alfred Lansing
619,"Thinking, Fast and Slow",Daniel Kahneman
537,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg
1539,The Underground Railroad,Colson Whitehead
777,Jemima J,Jane Green
1111,Mr. Maybe,Jane Green
1159,Stones from the River,Ursula Hegi
683,A Bend in the Road,Nicholas Sparks
1064,The Woman in White,"Wilkie Collins, Matthew Sweet"
1885,As You Like It,William Shakespeare
593,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin
1629,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin
1015,Steppenwolf,"Hermann Hesse, Basil Creighton"
772,The Republic,"Plato, Desmond Lee"
518,Peter Pan,"J.M. Barrie, Michael Hague"
850,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan
1082,Colorless Tsukuru Tazaki and His Years of Pilgrimage,"Haruki Murakami, Philip Gabriel"
749,The Storyteller,Jodi Picoult
1700,A Tale for the Time Being,Ruth Ozeki
1957,I Capture the Castle,Dodie Smith
908,The Tenth Circle,Jodi Picoult
420,Message in a Bottle,Nicholas Sparks
552,The Rescue,Nicholas Sparks
694,Love the One You're With,Emily Giffin
692,"Firefly Lane (Firefly Lane, #1)",Kristin Hannah
34,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James
96,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James
99,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James
791,House Rules,Jodi Picoult
1072,Heart of the Matter,Emily Giffin
931,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""","Lena Dunham, Joana Avillez"
1508,"In a Dark, Dark Wood",Ruth Ware
811,The Good Girl,Mary Kubica
734,Roots: The Saga of an American Family,Alex Haley
648,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini
754,Half Broke Horses,Jeannette Walls
1050,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness
1303,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman
329,The Last Lecture,"Randy Pausch, Jeffrey Zaslow"
1039,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)","Seth Grahame-Smith, Jane Austen"
536,"Red Queen (Red Queen, #1)",Victoria Aveyard
978,"Shadow of Night (All Souls Trilogy, #2)",Deborah Harkness
1400,"The Book of Life (All Souls Trilogy, #3)",Deborah Harkness
1231,Loving Frank,Nancy Horan
1662,Fantastic Mr. Fox,"Roald Dahl, Quentin Blake"
1010,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson
1146,Understanding Comics: The Invisible Art,Scott McCloud
1321,"One Piece, Volume 01: Romance Dawn (One Piece, #1)","Eiichirō Oda, Andy Nakatani"
720,"Bleach, Volume 01",Tite Kubo
594,Because of Winn-Dixie,"Kate DiCamillo, Chris Sheban"
1167,The Divine Comedy,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale"
152,Dear John,Nicholas Sparks
246,"Marked (House of Night, #1)","P.C. Cast, Kristin Cast"
449,"Betrayed (House of Night, #2)","P.C. Cast, Kristin Cast"
643,"Chosen (House of Night, #3)","P.C. Cast, Kristin Cast"
491,"Untamed (House of Night, #4)","P.C. Cast, Kristin Cast"
282,Coraline,Neil Gaiman
783,"Hunted (House of Night, #5)","P.C. Cast, Kristin Cast"
1381,"The Eyre Affair (Thursday Next, #1)",Jasper Fforde
825,Shanghai Girls (Shanghai Girls #1),Lisa See
1141,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Austin Kleon
1455,Flight Behavior,Barbara Kingsolver
571,The Guardian,Nicholas Sparks
1459,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Nicholas Sparks
1414,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",Nicholas Sparks
622,Nights in Rodanthe,Nicholas Sparks
260,How to Win Friends and Influence People,Dale Carnegie
728,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle"
1670,Same Kind of Different as Me,"Ron Hall, Denver Moore, Lynn Vincent"
1218,"This Present Darkness (Darkness, #1)",Frank E. Peretti
504,Redeeming Love,Francine Rivers
1260,The Beach House,"James Patterson, Peter de Jonge"
1151,"Hot Six (Stephanie Plum, #6)",Janet Evanovich
1226,"Seven Up (Stephanie Plum, #7)",Janet Evanovich
1232,"Hard Eight (Stephanie Plum, #8)","Janet Evanovich, Lorelei King"
1267,"To the Nines (Stephanie Plum, #9)",Janet Evanovich
1390,"Eleven on Top (Stephanie Plum, #11)",Janet Evanovich
1627,"Twelve Sharp (Stephanie Plum, #12)",Janet Evanovich
1694,"Lean Mean Thirteen (Stephanie Plum, #13)",Janet Evanovich
1606,"Ten Big Ones (Stephanie Plum, #10)",Janet Evanovich
1821,"Fearless Fourteen (Stephanie Plum, #14)",Janet Evanovich
1811,"Visions of Sugar Plums (Stephanie Plum, #8.5)",Janet Evanovich
1421,A Long Way Down,Nick Hornby
829,A Room with a View,E.M. Forster
1205,Hard-Boiled Wonderland and the End of the World,"Haruki Murakami, Alfred Birnbaum"
723,Shantaram,Gregory David Roberts
1253,"Mary Poppins (Mary Poppins, #1)","P.L. Travers, Mary Shepard"
388,"Hatchet (Brian's Saga, #1)",Gary Paulsen
1034,"Grave Peril (The Dresden Files, #3)",Jim Butcher
1127,"Summer Knight (The Dresden Files, #4)",Jim Butcher
1228,"Death Masks (The Dresden Files, #5)",Jim Butcher
1340,"Dead Beat (The Dresden Files, #7)",Jim Butcher
1304,"Blood Rites (The Dresden Files, #6)",Jim Butcher
1394,"White Night (The Dresden Files, #9)",Jim Butcher
1363,"Proven Guilty (The Dresden Files, #8)",Jim Butcher
1759,"Faith of the Fallen (Sword of Truth, #6)",Terry Goodkind
433,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward
1077,"Fables, Vol. 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean"
1584,Rosencrantz and Guildenstern Are Dead,"Tom Stoppard, Henry Popkin"
1128,"Dragonflight (Dragonriders of Pern, #1)","Anne McCaffrey, Teodor Panasiński"
1120,Aesop's Fables,"Aesop, Laura Harris, Laura Gibbs"
242,"Along Came a Spider (Alex Cross, #1)",James Patterson
266,"Kiss the Girls (Alex Cross, #2)",James Patterson
1032,"Fablehaven (Fablehaven, #1)",Brandon Mull
2174,Truman,David McCullough
366,John Adams,David McCullough
1258,The Twits,"Roald Dahl, Quentin Blake"
1144,Prodigal Summer,Barbara Kingsolver
679,Madeline,Ludwig Bemelmans
888,Harold and the Purple Crayon,Crockett Johnson
1984,The Runaway Bunny,"Margaret Wise Brown, Clement Hurd"
579,Are You My Mother?,P.D. Eastman
425,Go Ask Alice,"Beatrice Sparks, Anonymous"
2577,"The Sweet Far Thing (Gemma Doyle, #3)",Libba Bray
389,"The Final Empire (Mistborn, #1)",Brandon Sanderson
1049,"Elantris (Elantris, #1)",Brandon Sanderson
1450,"Small Favor (The Dresden Files, #10)",Jim Butcher
1356,"The Warded Man (Demon Cycle, #1)",Peter V. Brett
1456,"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull
1626,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",Brandon Mull
2262,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey
422,"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling
746,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch
314,"Inkheart (Inkworld, #1)","Cornelia Funke, Anthea Bell"
1364,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead","Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus"
403,The Art of War,"Sun Tzu, Thomas Cleary"
346,"The Wonderful Wizard of Oz (Oz, #1)","L. Frank Baum, W.W. Denslow"
792,The Complete Grimm's Fairy Tales,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern"
1324,Fever 1793,Laurie Halse Anderson
2007,The Thief Lord,Cornelia Funke
856,"Gathering Blue (The Giver, #2)",Lois Lowry
2684,"Shadowland (The Mediator, #1)",Meg Cabot
1718,"The Second Summer of the Sisterhood (Sisterhood, #2)",Ann Brashares
1175,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale
1391,"Inkspell (Inkworld, #2)","Cornelia Funke, Anthea Bell"
2195,"Inkdeath (Inkworld, #3)",Cornelia Funke
1279,Hoot,Carl Hiaasen
834,"Midnight Sun (Twilight, #1.5)",Stephenie Meyer
73,"The Host (The Host, #1)",Stephenie Meyer
780,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau"
1348,Horton Hears a Who!,Dr. Seuss
454,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond"
234,Speak,Laurie Halse Anderson
1488,"Go, Dog. Go!",P.D. Eastman
399,The Tales of Beedle the Bard,J.K. Rowling
1351,"School's Out—Forever (Maximum Ride, #2)",James Patterson
1535,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",James Patterson
443,Just Listen,Sarah Dessen
1215,Someone Like You,Sarah Dessen
2456,Keeping the Moon,Sarah Dessen
1491,"The Strain (The Strain Trilogy, #1)","Guillermo del Toro, Chuck Hogan"
1576,"Full Dark, No Stars",Stephen King
1685,Salem Falls,Jodi Picoult
302,Safe Haven,Nicholas Sparks
1098,The Longest Ride,Nicholas Sparks
623,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King
1347,Revival,Stephen King
1770,NOS4A2,Joe Hill
1182,Joyland,Stephen King
440,"Fall of Giants (The Century Trilogy, #1)",Ken Follett
2074,"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell
2150,"Body of Evidence (Kay Scarpetta, #2)",Patricia Cornwell
603,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson
565,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson
1431,"Redwall (Redwall, #1)",Brian Jacques
1374,"A Memory of Light (Wheel of Time, #14)","Robert Jordan, Brandon Sanderson"
1468,"Love, Rosie",Cecelia Ahern
1682,"The Magician King (The Magicians, #2)",Lev Grossman
1333,Benjamin Franklin: An American Life,Walter Isaacson
254,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater
957,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater
1585,"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater
991,Attachments,Rainbow Rowell
686,"The Wedding (The Notebook, #2)",Nicholas Sparks
1332,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams
187,"Uglies (Uglies, #1)",Scott Westerfeld
1021,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser"
139,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",Ransom Riggs
269,P.S. I Love You,Cecelia Ahern
674,Suzanne's Diary for Nicholas,James Patterson
336,"1st to Die (Women's Murder Club, #1)",James Patterson
1763,"4th of July (Women's Murder Club, #4)","James Patterson, Maxine Paetro"
1841,Sundays at Tiffany's,"James Patterson, Gabrielle Charbonnet"
902,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Michael Connelly
1558,Out of My Mind,Sharon M. Draper
813,Landline,Rainbow Rowell
830,The DUFF: Designated Ugly Fat Friend,Kody Keplinger
950,I'll Give You the Sun,Jandy Nelson
533,Go Set a Watchman,Harper Lee
940,One Plus One,Jojo Moyes
845,Smile,Raina Telgemeier
625,Midwives,Chris Bohjalian
1514,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick
2289,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley
1452,"Princess Academy (Princess Academy, #1)",Shannon Hale
608,Love You Forever,"Robert Munsch, Sheila McGraw"
1791,"Austenland (Austenland, #1)",Shannon Hale
223,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer
997,The Scarlet Pimpernel,Emmuska Orczy
1338,The Book of Mormon: Another Testament of Jesus Christ,"Anonymous, Joseph Smith Jr."
519,"Pretties (Uglies, #2)",Scott Westerfeld
1020,The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering"
1565,Death Comes to Pemberley,P.D. James
1742,"Shiloh (Shiloh, #1)",Phyllis Reynolds Naylor
392,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney
1815,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,"Miep Gies, Alison Leslie Gold"
998,The Monster at the End of this Book,"Jon Stone, Michael J. Smollin"
1234,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber
800,The Story of My Life,Helen Keller
1695,The Jungle Books,"Rudyard Kipling, Alev Lytle Croutier"
1298,"The Golem's Eye (Bartimaeus, #2)",Jonathan Stroud
1155,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud
1554,"Ptolemy's Gate (Bartimaeus, #3)",Jonathan Stroud
769,The Complete Sherlock Holmes,Arthur Conan Doyle
1693,"Pawn of Prophecy (The Belgariad, #1)",David Eddings
1931,"Castle of Wizardry (The Belgariad, #4)",David Eddings
1686,Belgarath the Sorcerer,"David Eddings, Leigh Eddings"
859,"The Way of Shadows (Night Angel, #1)",Brent Weeks
1412,"Shadow's Edge (Night Angel, #2)",Brent Weeks
2282,"Max (Maximum Ride, #5)",James Patterson
1552,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"Todd Burpo, Lynn Vincent"
1406,Winter Garden,Kristin Hannah
639,Heidi,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary"
819,Walden,Henry David Thoreau
809,Brave New World / Brave New World Revisited,"Aldous Huxley, Christopher Hitchens"
711,"Unwind (Unwind, #1)",Neal Shusterman
1152,The Time Keeper,Mitch Albom
1454,Pygmalion,George Bernard Shaw
1441,My Life in France,"Julia Child, Alex Prud'Homme"
1202,The Accidental Tourist,"Anne Tyler, Jennifer Bassett"
1666,Shakespeare's Sonnets,"William Shakespeare, Katherine Duncan-Jones"
690,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama
1199,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, José Marzán Jr."
1266,The Snowy Day,Ezra Jack Keats
549,Corduroy,Don Freeman
2095,The Sneetches and Other Stories,Dr. Seuss
1953,"The Man in the Iron Mask (The D'Artagnan Romances, #3.3)","Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel"
1434,The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper
1003,Contact,Carl Sagan
1878,The Turn of the Screw,Henry James
145,Deception Point,Dan Brown
497,Black Beauty,Anna Sewell
885,House of Sand and Fog,Andre Dubus III
1581,Hawaii,James A. Michener
182,"Beautiful Creatures (Caster Chronicles, #1)","Kami Garcia, Margaret Stohl"
370,"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan
1757,Pope Joan,Donna Woolfolk Cross
1256,City of Thieves,David Benioff
906,Major Pettigrew's Last Stand,Helen Simonson
698,The Silver Linings Playbook,Matthew Quick
151,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan
214,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan
159,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan
175,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan
868,Pippi Longstocking,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn"
672,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie
1401,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron
1081,Winter of the World (The Century Trilogy #2),Ken Follett
886,The Girl with All the Gifts,M.R. Carey
775,Just Kids,Patti Smith
1198,A Little Life,Hanya Yanagihara
987,A Monster Calls,"Patrick Ness, Jim Kay, Siobhan Dowd"
1417,Chasing Harry Winston,Lauren Weisberger
768,Shutter Island,Dennis Lehane
202,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick
259,"The Scorch Trials (Maze Runner, #2)",James Dashner
376,"The Death Cure (Maze Runner, #3)",James Dashner
1810,Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson
462,Ways of Seeing,John Berger
1212,We Are All Completely Beside Ourselves,Karen Joy Fowler
695,"The Silkworm (Cormoran Strike, #2)","Robert Galbraith, J.K. Rowling"
1424,"Die Trying (Jack Reacher, #2)",Lee Child
910,"Old Man's War (Old Man's War, #1)",John Scalzi
562,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson
1665,"Warbreaker (Warbreaker, #1)",Brandon Sanderson
1630,"Turn Coat (The Dresden Files, #11)",Jim Butcher
1602,"Changes (The Dresden Files, #12)",Jim Butcher
1690,"Ghost Story (The Dresden Files,  #13)",Jim Butcher
1654,"Cold Days (The Dresden Files, #14)",Jim Butcher
1463,"Enchanters' End Game (The Belgariad, #5)",David Eddings
1956,"Little Town on the Prairie  (Little House, #7)","Laura Ingalls Wilder, Garth Williams"
964,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien
1648,The Poky Little Puppy (A Little Golden Book),"Janette Sebring Lowrey, Gustaf Tenggren"
863,Guess How Much I Love You,"Sam McBratney, Anita Jeram"
391,The Lorax,Dr. Seuss
1056,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks
1086,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton
2332,"Everything We Keep (Everything We Keep, #1)",Kerry Lonsdale
1420,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer
1752,Animal Dreams,Barbara Kingsolver
1282,After Dark,"Haruki Murakami, Jay Rubin"
1500,"A Wild Sheep Chase (The Rat, #3)","Haruki Murakami, Alfred Birnbaum"
1620,A Scanner Darkly,Philip K. Dick
1019,Childhood's End,Arthur C. Clarke
1484,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons
340,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore
1354,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,"Robert Louis Stevenson, Robert Mighall"
1650,The Call of the Wild/White Fang,Jack London
466,The Hobbit: Graphic Novel,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming"
1687,The Great Dune Trilogy  ,Frank Herbert
1223,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov
1520,A Canticle for Leibowitz,Walter M. Miller Jr.
862,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson
1263,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey
1806,Fall on Your Knees,Ann-Marie MacDonald
707,Walk Two Moons,Sharon Creech
1323,"Magyk (Septimus Heap, #1)",Angie Sage
2291,"Flyte (Septimus Heap, #2)","Angie Sage, Mark Zug"
1369,"Bud, Not Buddy",Christopher Paul Curtis
585,"Death Note, Vol. 1: Boredom (Death Note, #1)","Tsugumi Ohba, Takeshi Obata"
438,What Alice Forgot,Liane Moriarty
2012,"Jack & Jill (Alex Cross, #3)",James Patterson
210,"Vampire Academy (Vampire Academy, #1)",Richelle Mead
384,"Frostbite (Vampire Academy, #2)",Richelle Mead
394,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead
742,"Wool Omnibus (Silo, #1)",Hugh Howey
1628,"Wool (Wool, #1)",Hugh Howey
1722,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett
2472,"The Field Guide (The Spiderwick Chronicles, #1)","Holly Black, Tony DiTerlizzi"
1840,Fantasy Lover (Dark-Hunterverse #1),Sherrilyn Kenyon
2545,Dance with the Devil (Dark-Hunter #3),Sherrilyn Kenyon
1397,"The Lost Colony (Artemis Fowl, #5)",Eoin Colfer
2623,"Wild Magic (Immortals, #1)",Tamora Pierce
1027,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan
428,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan
684,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan
956,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard Feynman
753,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley
535,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor
933,"Fire (Graceling Realm, #2)",Kristin Cashore
1766,"Bitterblue (Graceling Realm, #3)",Kristin Cashore
2293,"The Girl of Fire and Thorns (Fire and Thorns, #1)",Rae Carson
1480,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce
928,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater
435,Before I Fall,Lauren Oliver
1493,"Old Yeller (Old Yeller, #1)",Fred Gipson
2020,How to Cook Everything: Simple Recipes for Great Food,Mark Bittman
1384,The Art of Happiness,"Dalai Lama XIV, Howard C. Cutler"
1365,The Heart is a Lonely Hunter,Carson McCullers
802,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith
846,Animal Farm / 1984,"George Orwell, Christopher Hitchens"
1058,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie
1775,Strega Nona,Tomie dePaola
1561,Doctor Zhivago,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley"
1211,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman"
1569,The Gift of the Magi,"O. Henry, Lisbeth Zwerger"
555,"Hamlet: Screenplay, Introduction And Film Diary","Kenneth Branagh, William Shakespeare"
1432,The Communist Manifesto,"Karl Marx, Friedrich Engels, Gareth Stedman Jones"
971,The Rainbow Fish,"Marcus Pfister, J. Alison James"
1771,The Tenant of Wildfell Hall,"Anne Brontë, Stevie Davies"
1271,The Signature of All Things,Elizabeth Gilbert
